                    ************************************************************************************************
                    *  Z= 23 A= 47: Positive-Parity Spin-dependent Level Density [MeV-1] for V  47 and ldmodel= 1  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.191  5.54E-01 1.11E+00 6.97E+00 1.23E-01 2.07E-01 2.31E-01 2.03E-01 1.49E-01 9.35E-02 5.06E-02 2.38E-02 9.80E-03 3.54E-03 1.12E-03 3.15E-04 7.78E-05 1.70E-05 3.27E-06 5.58E-07 8.42E-08 1.13E-08 1.33E-09 1.40E-10 1.30E-11 1.07E-12 7.81E-14 5.06E-15 2.91E-16 1.48E-17 6.70E-19 2.69E-20 9.57E-22 3.02E-23
   0.50  0.270  1.22E+00 1.33E+00 8.39E+00 1.48E-01 2.49E-01 2.77E-01 2.45E-01 1.80E-01 1.12E-01 6.08E-02 2.86E-02 1.18E-02 4.26E-03 1.35E-03 3.79E-04 9.35E-05 2.04E-05 3.93E-06 6.71E-07 1.01E-07 1.35E-08 1.60E-09 1.68E-10 1.56E-11 1.29E-12 9.40E-14 6.09E-15 3.50E-16 1.78E-17 8.06E-19 3.23E-20 1.15E-21 3.63E-23
   0.75  0.330  2.02E+00 1.60E+00 1.01E+01 1.79E-01 2.99E-01 3.34E-01 2.94E-01 2.16E-01 1.35E-01 7.31E-02 3.44E-02 1.42E-02 5.12E-03 1.63E-03 4.55E-04 1.12E-04 2.45E-05 4.73E-06 8.07E-07 1.22E-07 1.63E-08 1.93E-09 2.02E-10 1.88E-11 1.55E-12 1.13E-13 7.32E-15 4.21E-16 2.14E-17 9.69E-19 3.89E-20 1.38E-21 4.37E-23
   1.00  0.381  2.98E+00 1.93E+00 1.21E+01 2.15E-01 3.60E-01 4.01E-01 3.54E-01 2.60E-01 1.63E-01 8.79E-02 4.14E-02 1.70E-02 6.16E-03 1.96E-03 5.48E-04 1.35E-04 2.95E-05 5.69E-06 9.70E-07 1.46E-07 1.96E-08 2.32E-09 2.43E-10 2.26E-11 1.86E-12 1.36E-13 8.80E-15 5.06E-16 2.58E-17 1.17E-18 4.67E-20 1.66E-21 5.25E-23
   1.25  0.426  4.14E+00 2.32E+00 1.46E+01 2.58E-01 4.32E-01 4.83E-01 4.25E-01 3.12E-01 1.96E-01 1.06E-01 4.98E-02 2.05E-02 7.40E-03 2.35E-03 6.58E-04 1.63E-04 3.55E-05 6.84E-06 1.17E-06 1.76E-07 2.35E-08 2.79E-09 2.92E-10 2.72E-11 2.24E-12 1.63E-13 1.06E-14 6.08E-16 3.10E-17 1.40E-18 5.62E-20 2.00E-21 6.32E-23
   1.50  0.467  5.53E+00 2.79E+00 1.75E+01 3.10E-01 5.20E-01 5.80E-01 5.12E-01 3.76E-01 2.35E-01 1.27E-01 5.99E-02 2.46E-02 8.90E-03 2.83E-03 7.92E-04 1.96E-04 4.27E-05 8.23E-06 1.40E-06 2.12E-07 2.83E-08 3.35E-09 3.51E-10 3.27E-11 2.69E-12 1.97E-13 1.27E-14 7.32E-16 3.73E-17 1.69E-18 6.76E-20 2.41E-21 7.60E-23
   1.75  0.505  7.21E+00 3.35E+00 2.11E+01 3.73E-01 6.25E-01 6.98E-01 6.15E-01 4.52E-01 2.83E-01 1.53E-01 7.20E-02 2.96E-02 1.07E-02 3.40E-03 9.52E-04 2.35E-04 5.13E-05 9.89E-06 1.69E-06 2.55E-07 3.40E-08 4.03E-09 4.23E-10 3.93E-11 3.24E-12 2.36E-13 1.53E-14 8.80E-16 4.48E-17 2.03E-18 8.13E-20 2.89E-21 9.14E-23
   2.00  0.539  9.22E+00 4.03E+00 2.54E+01 4.49E-01 7.52E-01 8.39E-01 7.40E-01 5.43E-01 3.40E-01 1.84E-01 8.68E-02 3.57E-02 1.29E-02 4.11E-03 1.15E-03 2.85E-04 6.22E-05 1.20E-05 2.05E-06 3.10E-07 4.15E-08 4.92E-09 5.17E-10 4.82E-11 3.98E-12 2.91E-13 1.89E-14 1.09E-15 5.56E-17 2.52E-18 1.01E-19 3.61E-21 1.14E-22
   2.25  0.572  1.16E+01 4.84E+00 3.06E+01 5.38E-01 9.02E-01 1.01E+00 8.89E-01 6.54E-01 4.11E-01 2.23E-01 1.05E-01 4.34E-02 1.57E-02 5.02E-03 1.41E-03 3.51E-04 7.69E-05 1.49E-05 2.56E-06 3.89E-07 5.24E-08 6.24E-09 6.60E-10 6.19E-11 5.14E-12 3.79E-13 2.48E-14 1.44E-15 7.40E-17 3.38E-18 1.37E-19 4.94E-21 1.58E-22
   2.50  0.603  1.46E+01 5.83E+00 3.68E+01 6.46E-01 1.08E+00 1.21E+00 1.07E+00 7.88E-01 4.95E-01 2.69E-01 1.27E-01 5.27E-02 1.92E-02 6.14E-03 1.73E-03 4.32E-04 9.51E-05 1.85E-05 3.20E-06 4.88E-07 6.60E-08 7.92E-09 8.42E-10 7.94E-11 6.64E-12 4.93E-13 3.25E-14 1.90E-15 9.85E-17 4.54E-18 1.86E-19 6.74E-21 2.18E-22
